DateTime,Open,High,Low,Close,Volume
20161031091000 ,22788,22788,22788,22788,381
20161031091500 ,22788,22837,22707,22812,3829
20161031092000 ,22812,22872,22810,22871,2680
20161031092500 ,22871,22884,22857,22875,1954
20161031093000 ,22873,22896,22804,22804,4979
20161031093500 ,22806,22820,22760,22814,4716
20161031094000 ,22814,22835,22792,22806,2352
20161031094500 ,22807,22832,22799,22826,1702
20161031095000 ,22823,22832,22806,22822,1131
20161031095500 ,22820,22847,22820,22845,1787
20161031100000 ,22845,22878,22838,22873,1939
20161031100500 ,22874,22931,22873,22929,3029
20161031101000 ,22929,22938,22912,22918,2391
20161031101500 ,22918,22946,22908,22935,1985
20161031102000 ,22934,22982,22926,22968,2617
20161031102500 ,22966,22995,22954,22961,2805
20161031103000 ,22959,22963,22929,22940,2338
20161031103500 ,22940,22961,22920,22950,1991
20161031104000 ,22950,22988,22948,22963,1638
20161031104500 ,22964,22974,22945,22961,1431
20161031105000 ,22962,22968,22947,22961,895
20161031105500 ,22960,22982,22952,22979,1021
20161031110000 ,22979,23032,22976,23024,3168
20161031110500 ,23024,23054,23022,23037,2709
20161031111000 ,23037,23044,23000,23005,1595
20161031111500 ,23007,23016,22995,23013,1005
20161031112000 ,23015,23019,22998,23008,771
20161031112500 ,23008,23010,22981,22982,1180
20161031113000 ,22983,22992,22977,22986,716
20161031113500 ,22987,22991,22979,22983,538
20161031114000 ,22984,23012,22981,23010,943
20161031114500 ,23008,23008,22986,22998,500
20161031115000 ,23000,23003,22989,23003,468
20161031115500 ,23001,23005,22984,22997,512
20161031125500 ,22997,22997,22997,22997,0
20161031130000 ,23002,23020,22996,23015,812
20161031130500 ,23014,23024,22984,22991,1108
20161031131000 ,22992,23008,22988,23005,477
20161031131500 ,23005,23035,23005,23029,1276
20161031132000 ,23028,23041,23018,23026,708
20161031132500 ,23025,23035,23016,23020,496
20161031133000 ,23018,23025,22992,23006,1035
20161031133500 ,23006,23022,23006,23013,496
20161031134000 ,23012,23020,23007,23019,338
20161031134500 ,23019,23020,22993,23001,679
20161031135000 ,23000,23001,22971,22985,1547
20161031135500 ,22985,23016,22984,23004,1168
20161031140000 ,23003,23012,22993,23007,522
20161031140500 ,23009,23018,23004,23016,589
20161031141000 ,23016,23022,23009,23018,585
20161031141500 ,23017,23035,23013,23017,758
20161031142000 ,23019,23020,22997,23008,793
20161031142500 ,23007,23016,22991,22995,744
20161031143000 ,22996,23000,22992,22995,424
20161031143500 ,22995,23014,22986,23013,665
20161031144000 ,23013,23017,23002,23005,372
20161031144500 ,23006,23014,23005,23013,216
20161031145000 ,23012,23022,23008,23014,536
20161031145500 ,23014,23021,23000,23002,508
20161031150000 ,23003,23015,22992,23004,662
20161031150500 ,23004,23005,22986,22995,749
20161031151000 ,22994,23002,22979,22984,939
20161031151500 ,22984,22990,22979,22985,620
