DateTime,Open,High,Low,Close,Volume
20161006091000 ,23839,23839,23839,23839,239
20161006091500 ,23837,23845,23795,23802,2220
20161006092000 ,23802,23865,23800,23854,2468
20161006092500 ,23854,23855,23806,23816,1348
20161006093000 ,23815,23897,23802,23876,3986
20161006093500 ,23877,23895,23854,23863,1790
20161006094000 ,23862,23875,23844,23857,1518
20161006094500 ,23859,23863,23837,23858,1229
20161006095000 ,23859,23886,23851,23864,1456
20161006095500 ,23864,23883,23861,23874,864
20161006100000 ,23874,23909,23872,23896,2096
20161006100500 ,23896,23902,23872,23879,1267
20161006101000 ,23881,23882,23861,23870,799
20161006101500 ,23869,23869,23847,23858,1146
20161006102000 ,23857,23862,23829,23830,1405
20161006102500 ,23831,23831,23784,23819,2868
20161006103000 ,23819,23839,23817,23827,1402
20161006103500 ,23827,23837,23816,23827,867
20161006104000 ,23826,23831,23811,23827,570
20161006104500 ,23829,23831,23816,23824,449
20161006105000 ,23826,23839,23825,23836,539
20161006105500 ,23838,23853,23837,23848,926
20161006110000 ,23849,23856,23843,23847,657
20161006110500 ,23848,23855,23844,23851,340
20161006111000 ,23852,23874,23851,23870,1071
20161006111500 ,23870,23872,23859,23868,344
20161006112000 ,23865,23877,23861,23874,433
20161006112500 ,23875,23887,23872,23881,715
20161006113000 ,23881,23882,23868,23876,625
20161006113500 ,23874,23878,23865,23866,365
20161006114000 ,23867,23876,23864,23871,377
20161006114500 ,23872,23882,23869,23878,443
20161006115000 ,23877,23878,23870,23874,267
20161006115500 ,23873,23880,23866,23872,444
20161006125500 ,23868,23868,23868,23868,0
20161006130000 ,23872,23890,23866,23887,735
20161006130500 ,23886,23889,23874,23879,382
20161006131000 ,23879,23902,23877,23895,892
20161006131500 ,23898,23902,23882,23884,789
20161006132000 ,23883,23926,23882,23923,1904
20161006132500 ,23924,23941,23913,23914,1353
20161006133000 ,23914,23938,23913,23935,705
20161006133500 ,23935,23937,23907,23914,886
20161006134000 ,23915,23916,23901,23907,476
20161006134500 ,23906,23910,23896,23900,772
20161006135000 ,23900,23911,23882,23891,878
20161006135500 ,23892,23920,23892,23916,820
20161006140000 ,23914,23920,23890,23894,940
20161006140500 ,23894,23895,23876,23877,916
20161006141000 ,23877,23899,23877,23895,726
20161006141500 ,23895,23907,23886,23905,542
20161006142000 ,23905,23905,23893,23897,487
20161006142500 ,23896,23918,23890,23907,823
20161006143000 ,23909,23924,23900,23909,751
20161006143500 ,23911,23911,23897,23906,725
20161006144000 ,23907,23923,23904,23918,572
20161006144500 ,23919,23927,23909,23912,573
20161006145000 ,23912,23932,23909,23928,632
20161006145500 ,23928,23938,23920,23932,788
20161006150000 ,23934,23956,23917,23936,2456
20161006150500 ,23936,23938,23914,23927,1177
20161006151000 ,23927,23942,23926,23933,1021
20161006151500 ,23935,24001,23935,23986,3521
20161006152000 ,23986,23992,23961,23963,1664
20161006152500 ,23963,23963,23937,23947,1628
20161006153000 ,23947,23962,23943,23960,1059
20161006153500 ,23959,23968,23942,23953,1064
20161006154000 ,23954,23960,23948,23960,904
20161006154500 ,23962,23973,23960,23963,1048
20161006155000 ,23964,23966,23951,23957,1035
20161006155500 ,23956,23957,23938,23942,1797
20161006160000 ,23941,23943,23928,23932,1362
20161006160500 ,23931,23946,23913,23919,1156
20161006161000 ,23918,23926,23910,23919,896
20161006161500 ,23919,23924,23914,23914,492
20161006162000 ,23914,23933,23913,23923,423
20161006162500 ,23922,23932,23919,23925,684
20161006171500 ,23936,23950,23928,23941,163
20161006172000 ,23943,23953,23921,23930,251
20161006172500 ,23933,23933,23906,23909,203
20161006173000 ,23908,23908,23891,23908,269
20161006173500 ,23909,23912,23891,23893,118
20161006174000 ,23893,23902,23885,23893,264
20161006174500 ,23891,23892,23870,23877,271
20161006175000 ,23877,23891,23876,23884,162
20161006175500 ,23884,23888,23856,23859,322
20161006180000 ,23857,23867,23853,23865,282
20161006180500 ,23864,23870,23861,23870,93
20161006181000 ,23869,23879,23867,23871,79
20161006181500 ,23871,23883,23861,23863,116
20161006182000 ,23863,23871,23860,23862,124
20161006182500 ,23862,23878,23862,23878,56
20161006183000 ,23878,23885,23867,23883,105
20161006183500 ,23881,23886,23878,23884,74
20161006184000 ,23885,23893,23884,23888,85
20161006184500 ,23889,23889,23877,23879,68
20161006185000 ,23880,23884,23872,23878,68
20161006185500 ,23876,23886,23876,23881,60
20161006190000 ,23882,23884,23878,23879,85
20161006190500 ,23878,23878,23869,23871,55
20161006191000 ,23870,23871,23864,23871,73
20161006191500 ,23871,23877,23870,23876,50
20161006192000 ,23877,23886,23875,23886,47
20161006192500 ,23887,23887,23878,23882,57
20161006193000 ,23881,23895,23874,23894,175
20161006193500 ,23896,23902,23890,23895,143
20161006194000 ,23894,23894,23886,23887,78
20161006194500 ,23885,23892,23881,23888,70
20161006195000 ,23887,23893,23887,23890,36
20161006195500 ,23891,23900,23891,23895,84
20161006200000 ,23896,23896,23882,23887,81
20161006200500 ,23886,23889,23879,23883,68
20161006201000 ,23882,23882,23868,23869,135
20161006201500 ,23867,23880,23866,23875,106
20161006202000 ,23873,23875,23862,23875,159
20161006202500 ,23875,23881,23872,23873,94
20161006203000 ,23872,23880,23869,23874,159
20161006203500 ,23872,23878,23866,23870,92
20161006204000 ,23868,23878,23864,23875,107
20161006204500 ,23875,23883,23874,23882,148
20161006205000 ,23883,23887,23873,23877,137
20161006205500 ,23880,23889,23880,23886,61
20161006210000 ,23888,23888,23871,23873,89
20161006210500 ,23870,23881,23870,23875,97
20161006211000 ,23876,23882,23874,23879,33
20161006211500 ,23881,23890,23879,23886,170
20161006212000 ,23886,23890,23883,23885,100
20161006212500 ,23885,23885,23872,23880,93
20161006213000 ,23883,23889,23857,23857,416
20161006213500 ,23857,23870,23846,23863,568
20161006214000 ,23862,23882,23851,23879,245
20161006214500 ,23881,23890,23873,23873,226
20161006215000 ,23871,23873,23861,23865,183
20161006215500 ,23862,23878,23853,23874,223
20161006220000 ,23873,23884,23871,23878,168
20161006220500 ,23879,23881,23862,23862,176
20161006221000 ,23861,23867,23854,23865,150
20161006221500 ,23867,23875,23858,23875,116
20161006222000 ,23876,23877,23857,23866,140
20161006222500 ,23868,23871,23852,23864,147
20161006223000 ,23862,23862,23846,23855,221
20161006223500 ,23855,23865,23852,23862,88
20161006224000 ,23863,23872,23861,23869,170
20161006224500 ,23867,23871,23861,23866,107
20161006225000 ,23868,23872,23862,23866,141
20161006225500 ,23867,23869,23859,23866,94
20161006230000 ,23865,23875,23862,23872,207
20161006230500 ,23873,23873,23856,23859,153
20161006231000 ,23858,23872,23857,23868,310
20161006231500 ,23866,23870,23865,23869,103
20161006232000 ,23868,23881,23868,23878,155
20161006232500 ,23879,23901,23877,23900,308
20161006233000 ,23902,23905,23875,23876,317
20161006233500 ,23878,23883,23872,23876,155
20161006234000 ,23877,23881,23869,23879,178
20161006234500 ,23879,23879,23879,23879,0
20161007091000 ,23900,23900,23900,23900,180
20161007091500 ,23900,23920,23868,23895,1919
20161007092000 ,23895,23905,23880,23881,784
20161007092400 ,23882,23903,23881,23883,1002
20161007092900 ,23883,23892,23847,23862,2516
