DateTime,Open,High,Low,Close,Volume
20161025091000 ,23608,23608,23608,23608,0
20161025091500 ,23570,23601,23535,23555,2133
20161025092000 ,23549,23551,23518,23518,2944
20161025092500 ,23520,23546,23518,23529,2590
20161025093000 ,23531,23572,23515,23552,882
20161025093500 ,23533,23558,23495,23509,874
20161025094000 ,23505,23548,23503,23548,922
20161025094500 ,23542,23553,23534,23535,525
20161025095000 ,23536,23551,23525,23551,603
20161025095500 ,23555,23567,23545,23555,1416
20161025100000 ,23557,23578,23549,23567,121
20161025100500 ,23572,23580,23556,23569,78
20161025101000 ,23567,23588,23563,23575,516
20161025101500 ,23575,23578,23563,23566,43
20161025102000 ,23562,23565,23545,23545,59
20161025102500 ,23546,23558,23546,23546,50
20161025103000 ,23539,23558,23539,23545,390
20161025103500 ,23547,23553,23542,23553,274
20161025104000 ,23550,23562,23540,23546,90
20161025104500 ,23539,23549,23530,23544,151
20161025105000 ,23543,23562,23538,23550,41
20161025105500 ,23551,23554,23550,23550,34
20161025110000 ,23548,23569,23548,23565,120
20161025110500 ,23571,23577,23556,23558,153
20161025111000 ,23557,23561,23547,23561,43
20161025111500 ,23563,23564,23550,23555,33
20161025112000 ,23553,23554,23549,23549,167
20161025112500 ,23548,23562,23548,23560,331
20161025113000 ,23562,23568,23555,23558,986
20161025113500 ,23555,23561,23551,23558,312
20161025114000 ,23556,23569,23555,23566,747
20161025114500 ,23567,23570,23564,23568,187
20161025115000 ,23567,23576,23564,23576,31
20161025115500 ,23573,23581,23571,23576,60
20161025125500 ,23576,23576,23576,23576,0
20161025130000 ,23577,23581,23564,23570,103
20161025130500 ,23569,23575,23560,23563,59
20161025131000 ,23571,23580,23567,23571,142
20161025131500 ,23570,23587,23570,23578,44
20161025132000 ,23575,23577,23568,23569,17
20161025132500 ,23570,23575,23567,23567,108
20161025133000 ,23567,23568,23564,23567,35
20161025133500 ,23570,23573,23569,23570,1075
20161025134000 ,23571,23580,23569,23576,374
20161025134500 ,23577,23586,23576,23585,447
20161025135000 ,23583,23616,23583,23611,536
20161025135500 ,23605,23618,23604,23609,568
20161025140000 ,23613,23613,23598,23605,135
20161025140500 ,23607,23607,23597,23598,84
20161025141000 ,23604,23613,23604,23605,93
20161025141500 ,23603,23604,23590,23592,463
20161025142000 ,23595,23596,23581,23588,234
20161025142500 ,23587,23587,23580,23584,99
20161025143000 ,23580,23593,23580,23589,554
20161025143500 ,23589,23590,23580,23584,48
20161025144000 ,23585,23589,23585,23588,139
20161025144500 ,23590,23595,23588,23595,368
20161025145000 ,23590,23590,23563,23564,216
20161025145500 ,23563,23570,23561,23568,43
20161025150000 ,23571,23588,23571,23585,106
20161025150500 ,23588,23610,23579,23598,165
20161025151000 ,23601,23608,23599,23605,335
20161025151500 ,23605,23613,23604,23609,71
20161025152000 ,23606,23606,23590,23597,25
20161025152500 ,23602,23643,23598,23642,161
20161025153000 ,23643,23645,23626,23633,83
20161025153500 ,23626,23628,23622,23624,148
20161025154000 ,23622,23625,23613,23615,49
20161025154500 ,23614,23617,23608,23613,387
20161025155000 ,23611,23625,23608,23610,263
20161025155500 ,23609,23611,23603,23608,282
20161025160000 ,23611,23613,23589,23602,445
20161025160500 ,23599,23600,23590,23598,2339
20161025161000 ,23598,23603,23595,23596,399
20161025161500 ,23601,23610,23601,23610,132
20161025162000 ,23611,23613,23606,23609,179
20161025162500 ,23607,23612,23598,23609,197
20161025171500 ,23610,23610,23594,23598,5
20161025172000 ,23590,23597,23587,23597,7
20161025172500 ,23599,23599,23599,23599,3
20161025173000 ,23599,23600,23599,23600,3
20161025173500 ,23605,23609,23603,23603,10
20161025174000 ,23603,23603,23593,23593,1
20161025174500 ,23596,23596,23593,23594,7
20161025175000 ,23594,23597,23594,23597,7
20161025175500 ,23597,23597,23581,23581,6
20161025180000 ,23581,23585,23581,23585,2
20161025180500 ,23588,23588,23580,23581,10
20161025181000 ,23583,23587,23579,23587,7
20161025181500 ,23587,23587,23587,23587,0
20161025182000 ,23585,23590,23585,23590,3
20161025182500 ,23590,23595,23590,23595,4
20161025183000 ,23595,23595,23591,23591,1
20161025183500 ,23591,23595,23591,23595,35
20161025184000 ,23597,23597,23597,23597,1
20161025184500 ,23597,23597,23597,23597,2
20161025185000 ,23597,23597,23589,23589,9
20161025185500 ,23588,23588,23585,23585,5
20161025190000 ,23585,23589,23585,23589,1
20161025190500 ,23589,23589,23589,23589,0
20161025191000 ,23589,23589,23585,23585,2
20161025191500 ,23585,23592,23585,23590,2
20161025192000 ,23592,23597,23592,23595,4
20161025192500 ,23592,23592,23592,23592,1
20161025193000 ,23592,23598,23591,23591,6
20161025193500 ,23591,23595,23591,23595,2
20161025194000 ,23595,23600,23595,23600,3
20161025194500 ,23600,23600,23595,23595,1
20161025195000 ,23595,23595,23595,23595,1
20161025195500 ,23595,23595,23588,23588,13
20161025200000 ,23588,23590,23588,23590,1
20161025200500 ,23590,23590,23590,23590,1
20161025201000 ,23590,23590,23590,23590,0
20161025201500 ,23589,23589,23589,23589,2
20161025202000 ,23589,23595,23589,23589,5
20161025202500 ,23589,23589,23586,23586,7
20161025203000 ,23586,23592,23586,23592,7
20161025203500 ,23592,23593,23591,23593,3
20161025204000 ,23593,23593,23589,23590,3
20161025204500 ,23590,23590,23587,23587,2
20161025205000 ,23585,23585,23573,23573,22
20161025205500 ,23575,23578,23574,23576,10
20161025210000 ,23574,23580,23560,23561,28
20161025210500 ,23561,23562,23550,23550,26
20161025211000 ,23545,23551,23543,23549,10
20161025211500 ,23548,23549,23536,23536,21
20161025212000 ,23539,23545,23539,23545,13
20161025212500 ,23546,23547,23546,23547,5
20161025213000 ,23544,23547,23536,23540,23
20161025213500 ,23537,23549,23528,23547,25
20161025214000 ,23552,23556,23550,23550,10
20161025214500 ,23553,23560,23550,23550,19
20161025215000 ,23550,23550,23546,23550,9
20161025215500 ,23554,23565,23554,23560,16
20161025220000 ,23560,23562,23552,23562,9
20161025220500 ,23564,23572,23563,23563,28
20161025221000 ,23563,23563,23540,23542,16
20161025221500 ,23540,23553,23535,23547,14
20161025222000 ,23547,23547,23522,23522,17
20161025222500 ,23521,23521,23510,23516,32
20161025223000 ,23518,23519,23507,23519,30
20161025223500 ,23519,23521,23513,23516,18
20161025224000 ,23513,23513,23488,23488,47
20161025224500 ,23487,23487,23463,23468,47
20161025225000 ,23472,23480,23470,23472,13
20161025225500 ,23473,23486,23461,23486,21
20161025230000 ,23486,23501,23483,23494,20
20161025230500 ,23488,23488,23485,23485,2
20161025231000 ,23488,23492,23481,23481,11
20161025231500 ,23476,23490,23472,23489,37
20161025232000 ,23489,23489,23465,23475,29
20161025232500 ,23481,23496,23478,23496,14
20161025233000 ,23501,23513,23501,23508,30
20161025233500 ,23508,23510,23505,23509,18
20161025234000 ,23505,23505,23488,23488,38
20161025234500 ,23488,23488,23488,23488,0
20161026091000 ,23460,23460,23460,23460,93
20161026091500 ,23444,23449,23369,23388,9799
20161026092000 ,23386,23389,23364,23383,1831
20161026092500 ,23383,23385,23351,23355,1784
20161026093000 ,23354,23361,23322,23349,1753
20161026093500 ,23354,23373,23351,23357,849
20161026094000 ,23358,23372,23347,23351,748
20161026094500 ,23350,23358,23339,23340,3140
20161026095000 ,23339,23359,23318,23356,2759
20161026095500 ,23353,23372,23353,23365,1115
20161026100000 ,23364,23371,23353,23356,843
20161026100500 ,23358,23376,23356,23367,847
20161026101000 ,23367,23404,23362,23390,1586
20161026101500 ,23390,23398,23387,23398,522
20161026102000 ,23396,23408,23389,23399,691
20161026102500 ,23403,23406,23390,23400,1748
20161026103000 ,23401,23407,23379,23386,1717
20161026103500 ,23385,23398,23383,23392,652
20161026104000 ,23391,23452,23386,23440,2204
20161026104500 ,23444,23450,23427,23428,1708
20161026105000 ,23428,23437,23422,23427,594
20161026105500 ,23426,23426,23412,23415,643
20161026110000 ,23415,23422,23398,23400,621
20161026110500 ,23403,23404,23343,23356,1232
20161026111000 ,23358,23363,23341,23346,674
20161026111500 ,23345,23355,23333,23333,188
20161026112000 ,23333,23360,23327,23345,233
20161026112500 ,23345,23364,23343,23364,299
20161026113000 ,23363,23363,23351,23360,78
20161026113500 ,23355,23359,23350,23350,770
20161026114000 ,23348,23360,23342,23357,397
20161026114500 ,23357,23387,23357,23387,325
20161026115000 ,23381,23390,23376,23389,130
20161026115500 ,23388,23393,23374,23381,526
20161026125500 ,23381,23381,23381,23381,0
20161026130000 ,23379,23392,23339,23343,635
20161026130500 ,23348,23368,23344,23364,882
20161026131000 ,23366,23377,23365,23376,149
20161026131500 ,23375,23389,23365,23368,1142
20161026132000 ,23371,23386,23368,23373,432
20161026132500 ,23374,23377,23366,23371,649
20161026133000 ,23369,23375,23362,23367,353
20161026133500 ,23366,23374,23364,23373,1394
20161026134000 ,23369,23382,23369,23376,386
20161026134500 ,23373,23378,23342,23345,396
20161026135000 ,23345,23369,23344,23369,321
20161026135500 ,23368,23368,23351,23356,154
20161026140000 ,23358,23373,23353,23353,218
20161026140500 ,23352,23366,23338,23344,504
20161026141000 ,23344,23357,23340,23356,343
20161026141500 ,23349,23350,23320,23337,645
20161026142000 ,23335,23358,23331,23347,265
20161026142500 ,23347,23357,23347,23353,299
20161026143000 ,23355,23356,23346,23352,144
20161026143500 ,23356,23359,23352,23356,216
20161026144000 ,23359,23366,23341,23343,206
20161026144500 ,23345,23347,23334,23338,139
20161026145000 ,23335,23343,23332,23342,130
20161026145500 ,23343,23345,23327,23329,544
20161026150000 ,23330,23360,23330,23353,214
20161026150500 ,23349,23349,23283,23297,1369
20161026151000 ,23295,23313,23288,23304,537
