DateTime,Open,High,Low,Close,Volume
20161018091000 ,23114,23114,23114,23114,276
20161018091500 ,23118,23163,23102,23143,2611
20161018092000 ,23142,23182,23139,23176,2135
20161018092500 ,23177,23188,23163,23173,1365
20161018093000 ,23172,23208,23157,23170,4074
20161018093500 ,23171,23186,23151,23156,2060
20161018094000 ,23156,23182,23145,23170,2055
20161018094500 ,23170,23238,23170,23238,3795
20161018095000 ,23237,23259,23213,23243,2894
20161018095500 ,23245,23248,23212,23222,2013
20161018100000 ,23222,23272,23222,23239,2466
20161018100500 ,23239,23283,23234,23264,2312
20161018101000 ,23264,23292,23254,23280,2057
20161018101500 ,23282,23283,23251,23252,1468
20161018102000 ,23251,23260,23240,23259,1371
20161018102500 ,23260,23263,23244,23245,874
20161018103000 ,23247,23251,23233,23249,1154
20161018103500 ,23251,23252,23230,23237,687
20161018104000 ,23237,23272,23237,23261,1125
20161018104500 ,23262,23262,23239,23246,822
20161018105000 ,23247,23271,23247,23264,651
20161018105500 ,23264,23266,23248,23257,604
20161018110000 ,23258,23287,23248,23287,1073
20161018110500 ,23286,23298,23277,23287,1495
20161018111000 ,23288,23293,23226,23229,2324
20161018111500 ,23231,23244,23213,23241,1918
20161018112000 ,23241,23242,23208,23214,1333
20161018112500 ,23215,23219,23202,23208,938
20161018113000 ,23207,23209,23175,23191,1963
20161018113500 ,23191,23216,23185,23193,1174
20161018114000 ,23194,23216,23191,23216,605
20161018114500 ,23215,23216,23203,23211,484
20161018115000 ,23211,23216,23204,23206,384
20161018115500 ,23204,23226,23202,23222,509
20161018125500 ,23222,23222,23222,23222,0
20161018130000 ,23219,23259,23218,23245,1393
20161018130500 ,23245,23253,23236,23238,985
20161018131000 ,23239,23239,23220,23238,856
20161018131500 ,23237,23255,23226,23226,1055
20161018132000 ,23228,23263,23219,23255,1475
20161018132500 ,23254,23361,23254,23341,5561
20161018133000 ,23339,23367,23337,23348,3090
20161018133500 ,23350,23365,23337,23356,1709
20161018134000 ,23356,23388,23354,23359,2330
20161018134500 ,23360,23365,23339,23344,1312
20161018135000 ,23345,23348,23332,23346,940
20161018135500 ,23347,23354,23336,23351,662
20161018140000 ,23353,23364,23333,23360,1098
20161018140500 ,23359,23369,23331,23334,1334
20161018141000 ,23335,23378,23333,23372,1183
20161018141500 ,23370,23380,23357,23358,1027
20161018142000 ,23358,23369,23334,23347,1072
20161018142500 ,23346,23357,23342,23347,478
20161018143000 ,23346,23369,23341,23363,726
20161018143500 ,23363,23385,23363,23370,1122
20161018144000 ,23370,23370,23340,23348,1119
20161018144500 ,23346,23351,23327,23333,1050
20161018145000 ,23333,23337,23320,23334,898
20161018145500 ,23333,23345,23327,23337,790
20161018150000 ,23339,23359,23317,23354,1781
20161018150500 ,23352,23378,23329,23376,1753
20161018151000 ,23376,23395,23356,23371,1991
20161018151500 ,23372,23385,23359,23361,977
20161018152000 ,23362,23381,23359,23368,1183
20161018152500 ,23369,23373,23356,23358,802
20161018153000 ,23359,23371,23347,23355,934
20161018153500 ,23353,23371,23351,23352,702
20161018154000 ,23352,23355,23337,23350,884
20161018154500 ,23349,23359,23344,23355,604
20161018155000 ,23354,23357,23342,23347,814
20161018155500 ,23345,23371,23344,23370,1618
20161018160000 ,23370,23372,23350,23369,1243
20161018160500 ,23368,23378,23364,23369,1121
20161018161000 ,23368,23373,23361,23364,771
